index,artist,country,country_group,artwork,type,auction_house,auction_location,cm_x,cm_y,year_sold,month_sold,year_made,price_usd
17117,David Koloane,South Africa,Southern Africa,Three Street Dogs,work on paper,Strauss & Co,cape town,99.4918,99.4918,2018,2,2018,9765.0
48450,Reuven (Zelicovici) Rubin,Israel,Middle East,FLUTE PLAYER WITH FAMILY,work on paper,Sotheby's,new york,48.26,48.26,2009,11,2009,6250.0
11362,Irma Stern,South Africa,Southern Africa,PORTRAIT OF A GIRL EATING GRAPES,work on canvas,Bonhams,bond street,44.5008,44.5008,2008,1,2008,572085.0
16474,Stanley Faraday Pinker,South Africa,Southern Africa,Young Couple,work on paper,Russell Kaplan Auctioneers,johannesburg,48.006,48.006,2015,12,2015,1670.0
220,El Anatsui,Ghana,West Africa,Riga Sequence (In 15 Pieces),work on wood,Bonhams,bond street,56.0,158.0,2018,2,2018,65630.0
42571,Manoucher Yektai,Iran,Middle East,Untitled,work on canvas,Doyle,new york,121.92,121.92,2015,11,2015,125000.0
45240,Yitzhak Frenkel-Frenel,Israel,Middle East,Women at a Parisian Salon,work on canvas,Montefiore Auction House,nachmani street,54.99100000000001,54.99100000000001,2008,9,2008,4284.0
7133,Gerard Sekoto,South Africa,Southern Africa,A WOMAN WALKING WITH HER CHILDREN TO MARKET,work on canvas,Bonhams,bond street,24.003,24.003,2019,10,2019,7785.0
19166,Charles Hossein Zenderoudi,Iran,Middle East,BLANC DE CRAIE,work on canvas,Christie's,dubai,64.9986,64.9986,2013,10,2013,106250.0
41175,Dia al-Azzawi,Iraq,Middle East,Ishtar's masks,work on board,Millon & Associes,paris,86.995,86.995,2012,10,2012,100000.0
14957,Adriaan Boshoff,Congo DRC,Central Africa,LADY SEATED ON THE BEACH,work on board,Stephan Welz & Co,cape town,23.495,23.495,2018,6,2018,4704.0
9460,Sydney Alex Kumalo,South Africa,Southern Africa,"UNTITLED, 1973",work on paper,"Charlton Hall Galleries, Inc",south carolina,54.61,54.61,2018,10,2018,150.0
48288,Reuven (Zelicovici) Rubin,Israel,Middle East,A Donkey and a Camel Plowing,work on paper,Tiroche Auction House,kikar de shalif,43.0022,43.0022,2012,2,2012,3450.0
20527,Ron Arad,Israel,Middle East,"""Bookworm""",sculpture,Bonhams,bond street,221.996,221.996,2008,10,2008,30710.0
20398,Farhad Moshiri,Iran,Middle East,Bunny Rabbit (from the Fluffy Friends series),work on canvas,Christie's,dubai,170.0022,170.0022,2014,3,2014,200000.0
31133,Tal R,Israel,Middle East,The Bitter,work on paper,Bonhams,new york,92.075,92.075,2013,11,2013,5250.0
8246,Dylan Lewis,South Africa,Southern Africa,CHEETAH HEAD II,work on canvas,Christie's,"london, king street",22.5044,22.5044,2019,9,2019,21615.0
33343,Marcos Grigorian,Iran,Middle East,The Village,work on canvas,Bonhams,bond street,76.9874,76.9874,2016,10,2016,12185.0
20971,Hussein Madi,Lebanon,Middle East,Untitled,work on canvas,Christie's,"london, king street",110.0074,110.0074,2020,11,2020,29680.0
12780,Christo Coetzee,South Africa,Southern Africa,Bullfighter,work on paper,Strauss & Co,cape town,122.5042,122.5042,2017,3,2017,8720.0
9182,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,PORTRAIT OF A WOMAN,work on canvas,Strauss & Co,johannesburg,56.9976,56.9976,2014,6,2014,16020.0
6637,Blessing Ngobeni,South Africa,Southern Africa,Stary Guest,work on canvas,Aspire Art Auctions,johannesburg,130.5,130.5,2019,6,2019,8900.0
21385,Farhad Moshiri,Iran,Middle East,VN,work on canvas,Sotheby's,bond street,132.0038,132.0038,2017,10,2017,115545.0
18178,Farid Belkahia,Morocco,North Africa,Trance,work on paper,Piasa,paris,80.01,80.01,2018,4,2018,55700.0
36839,Dia Azzawi,Iraq,Middle East,Untitled,work on board,Christie's,dubai,70.0024,70.0024,2012,4,2012,12500.0
15927,Tinus de Jongh,South Africa,Southern Africa,HOUT BAY,work on canvas,Stephan Welz & Co,cape town,48.9966,48.9966,2009,2,2009,2237.0
821,Sandile Zulu,South Africa,Southern Africa,Shaft Street Runs Through Storm Hill I,work on paper,Strauss & Co,johannesburg,78.5,100.0,2014,11,2014,6260.0
16434,Malangatana Valente Ngwenya,Mozambique,East Africa,Untitled,work on canvas,Veritas Art Auctioneers,av. elias garcia,119.9896,119.9896,2017,6,2017,11255.0
32513,Moshe Elazar Castel,Israel,Middle East,SABBATH TABLE,work on board,Sotheby's,new york,45.72,45.72,2007,12,2007,18750.0
21802,Robert Hodgins,South Africa,Southern Africa,Street Scene,work on canvas,Aspire Art Auctions,johannesburg,121.9962,121.9962,2018,2,2018,56530.0
47057,Farhad Moshiri,Iran,Middle East,B,work on canvas,Christie's,dubai,191.9986,191.9986,2016,10,2016,106250.0
2012,Amadou Sanogo,Mali,West Africa,Untitled 2017,paintings,Millon & Associes,paris,97.5,67.5,2019,6,2019,3470.0
13693,"Monsengwo Kejwamfi ""Moke""",Congo DRC,Central Africa,Women in a classroom,work on canvas,Rago Arts and Auction Center,new jersey,96.52,96.52,2012,12,2012,2500.0
9321,George Milwa Mnyaluza Pemba,South Africa,Southern Africa,DOUBLE PORTRAIT OF SOL PLAATJE,work on canvas,Stephan Welz & Co,johannesburg,37.0078,37.0078,2010,8,2010,13830.0
7104,Gerard Sekoto,South Africa,Southern Africa,SCÈNE DE RUE EN AFRIQUE,work on canvas,Marambat de Malafosse,france,16.002,16.002,2020,6,2020,724.0
9096,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,A QUIET SUNDAY MORNING,work on canvas,Stephan Welz & Co,johannesburg,73.5076,73.5076,2008,4,2008,42140.0
10941,Jacob Hendrik Pierneef,South Africa,Southern Africa,GRAAFF-REINET,work on paper,Strauss & Co,johannesburg,32.9946,32.9946,2014,11,2014,3833.0
44931,Pinchas Litvinovsky,Israel,Middle East,Religious boy,work on paper,Matsart Auctioneers & Appraisers,king david st.,38.5064,38.5064,2012,5,2012,600.0
2721,Walter Whall Battiss,South Africa,Southern Africa,Male Nude in Black,work on canvas,Russell Kaplan Auctioneers,johannesburg,25.5,25.5,2018,9,2018,399.0
46234,Zoulikha Bouabdellah,Algeria,North Africa,MIRAGE V,other,C.M.O.O.A,rue essanaani,189.992,189.992,2012,3,2012,11845.0
10455,Jacob Hendrik Pierneef,South Africa,Southern Africa,"RUSTENBERG, TVL",work on paper,Stephan Welz & Co,johannesburg,42.0116,42.0116,2006,3,2006,1932.0
19097,Charles Hossein Zenderoudi,Iran,Middle East,Untitled (II),work on paper,Auctionata,kurfürstendamm,38.2016,38.2016,2016,2,2016,16795.0
9673,Dumile Feni,South Africa,Southern Africa,MY BOSS,work on paper,Bonhams,england,25.6032,25.6032,2008,9,2008,1915.0
48196,Reuven (Zelicovici) Rubin,Israel,Middle East,Horse and his Rider,sculpture,Tiroche Auction House,kikar de shalif,45.9994,45.9994,2013,6,2013,2760.0
9798,Pierre Bodo,Congo DRC,Central Africa,THE LAND - 2004,work on canvas,Cannes Encheres,france,170.0022,170.0022,2017,12,2017,2937.0
18418,Jilali Gharbaoui,Morocco,North Africa,Sans titre,work on canvas,"Tajan, Paris",rue des mathurins,99.9998,99.9998,2010,5,2010,159920.0
11852,Irma Stern,South Africa,Southern Africa,"ARAB MAN, DAKAR",work on paper,Strauss & Co,cape town,46.5074,46.5074,2014,3,2014,47535.0
43937,Samuel Bak,Israel,Middle East,Landscape with a ball,work on canvas,Matsart Auctioneers & Appraisers,king david st.,24.003,24.003,2009,12,2009,4320.0
1969,Khaled Hafez,Egypt,North Africa,Seated Anubis In Downward Motion,paintings,C.M.O.O.A,casablanca,122.0,222.0,2008,12,2008,15390.0
33337,Marcos Grigorian,Iran,Middle East,Untitled (from the Tree of Life series),work on canvas,Bonhams,bond street,85.4964,85.4964,2020,6,2020,50965.0
17069,Obinna Makata,Nigeria,West Africa,A BLIND LEADING A BLIND,mixed media,Arthouse Contemporary Limited,lagos,121.9962,121.9962,2017,5,2017,2520.0
20568,Ron Arad,Israel,Middle East,"ETAGÈRE ""BOOKWORM""",sculpture,Cornette De Saint Cyr,avenue kleber,19.9898,19.9898,2012,6,2012,18800.0
9110,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,STREET VENDOR,work on canvas,Stephan Welz & Co,johannesburg,99.9998,99.9998,2002,5,2002,1477.0
6125,Reuben Ugbine,Nigeria,West Africa,Athleticism,work on canvas,Arthouse Contemporary Limited,lagos,100.0,100.0,2020,3,2020,2961.0
15745,Tinus de Jongh,South Africa,Southern Africa,Cape Landscape,work on canvas,Bonhams,bond street,64.008,64.008,2008,1,2008,13825.0
8199,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,BUNDLES OF HAY IN SUN,work on canvas,Stephan Welz & Co,johannesburg,30.988000000000003,30.988000000000003,1999,11,1999,572.0
21426,Reza Derakshani,Iran,Middle East,Hunting The Light,work on canvas,Bonhams,bond street,380.0094,380.0094,2014,10,2014,88520.0
49417,Marcel Janco,Israel,Middle East,ON THE BEACH,work on canvas,Sotheby's,new york,91.9988,91.9988,2012,12,2012,13750.0
49621,Marcel Janco,Israel,Middle East,Composition,work on board,Tiroche Auction House,kikar de shalif,70.0024,70.0024,2010,1,2010,4140.0
36057,Reza Drakshani,Iran,Middle East,Prelude in Pink,work on canvas,Christie's,dubai,250.0122,250.0122,2014,3,2014,87500.0
1294,Dominique Zinkpe,Benin,West Africa,Murmures II,paintings,Sotheby's,london,180.0,150.0,2017,5,2017,11296.0
43508,Avigdor Arikha,Israel,Middle East,Adam and Eve,work on canvas,Montefiore Auction House,nachmani street,48.4886,48.4886,2017,2,2017,12000.0
12372,Cecil Edwin Frans Skotnes,South Africa,Southern Africa,Head,work on panel,Strauss & Co,cape town,73.9902,73.9902,2019,11,2019,12220.0
3258,Walter Whall Battiss,South Africa,Southern Africa,Figures,work on canvas,Russell Kaplan Auctioneers,johannesburg,35.5,35.5,2013,9,2013,601.0
10945,Jacob Hendrik Pierneef,South Africa,Southern Africa,MOUNTAIN PASS,work on board,Strauss & Co,johannesburg,39.497,39.497,2014,11,2014,40355.0
22146,Robert Hodgins,South Africa,Southern Africa,Jogger,work on canvas,Strauss & Co,johannesburg,50.0126,50.0126,2010,5,2010,10675.0
32879,Mohammad Ehsai,Iran,Middle East,Loving Whisper,work on canvas,Christie's,dubai,184.5056,184.5056,2008,10,2008,482500.0
35633,Farhad Moshiri,Iran,Middle East,Red Rum (My Red Bed),work on canvas,Christie's,dubai,178.308,178.308,2008,10,2008,182500.0
25717,Nahum Gutman,Israel,Middle East,The walls of Jerusalem,work on paper,Gordon Galleries,ben yehuda street,34.0106,34.0106,1991,1,1991,3600.0
47241,Reza Drakshani,Iran,Middle East,Untitled (From The Rose And Nightingale Series),work on canvas,Christie's,dubai,84.9884,84.9884,2010,4,2010,32500.0
2447,Jimoh Buraimoh,Nigeria,West Africa,Milk Maid,work on wood,Arthouse Contemporary Limited,lagos,91.5,61.0,2017,2,2017,3450.0
27973,Abdulnasser Gharem,Saudi Arabia,Middle East,AI Siraat,work on canvas,Christie's,dubai,105.0036,105.0036,2013,10,2013,20000.0
20082,Yigal Ozeri,Israel,Middle East,Pigeons,work on canvas,Montefiore Auction House,nachmani street,51.0032,51.0032,2011,4,2011,4000.0
37750,Pinchas Abramovich,Israel,Middle East,Ama Abramovich (wife of the artist),work on canvas,Tiroche Auction House,kikar de shalif,59.9948,59.9948,2013,1,2013,805.0
18527,Claudio Nelson (Camus) Bravo,Morocco,North Africa,Naturaleza muerta,work on canvas,Christie's,new york,54.9402,54.9402,2019,11,2019,52500.0
12054,Cecil Edwin Frans Skotnes,South Africa,Southern Africa,Shaka,work on panel,Bonhams,bond street,60.5028,60.5028,2016,9,2016,46420.0
23978,Joycenath Tshamala Ntumba,Congo DRC,Central Africa,L'Envol,other,Artcurial,elysees,110.49,110.49,2020,12,2020,35145.0
15604,Titta Fasciotti,South Africa,Southern Africa,"Xhosa Women, Transkei",work on canvas,Strauss & Co,cape town,75.4888,75.4888,2016,10,2016,5795.0
15639,Titta Fasciotti,South Africa,Southern Africa,Woodlands,work on canvas,Strauss & Co,johannesburg,88.4936,88.4936,2015,11,2015,2097.0
25407,Yosl (Yosel) Bergner,Israel,Middle East,The Kings of Nissim Aloni,work on canvas,Tiroche Auction House,kikar de shalif,72.9996,72.9996,2014,1,2014,6325.0
38254,Yadid Rubin,Israel,Middle East,Tractors in the Field,work on canvas,Montefiore Auction House,nachmani street,97.0026,97.0026,2007,6,2007,3900.0
41348,Farid Belkahia,Morocco,North Africa,CAIRO,work on paper,C.M.O.O.A,rue essanaani,19.9898,19.9898,2019,3,2019,2277.0
16825,Marcel Goténe,Congo DRC,Central Africa,"Sans titre, 1978",work on canvas,Millon & Associes,paris,80.4926,80.4926,2017,4,2017,902.0
12729,Christo Coetzee,South Africa,Southern Africa,PROFILE,work on paper,Stephan Welz & Co,johannesburg,48.4886,48.4886,2009,11,2009,1214.0
20056,Yigal Ozeri,Israel,Middle East,"Doves, 2005",work on canvas,Matsart Auctioneers & Appraisers,king david st.,51.0032,51.0032,2011,12,2011,3200.0
30994,Yohanan Simon,Israel,Middle East,Nighly Approachment 1973,work on canvas,Tiroche Auction House,kikar de shalif,21.9964,21.9964,2016,6,2016,2530.0
46877,Meir Pichhadze,Israel,Middle East,Horse,work on canvas,Tiroche Auction House,kikar de shalif,80.01,80.01,2017,6,2017,6325.0
9168,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,AROUND THE BRAZIER,work on canvas,Strauss & Co,johannesburg,44.5008,44.5008,2016,11,2016,5220.0
48641,Reuven (Zelicovici) Rubin,Israel,Middle East,Mother and child,work on canvas,Sotheby's,new york,33.02,33.02,2006,6,2006,3000.0
17921,Ghada Amer,Egypt,North Africa,"Jouets d'enfants, 1992",work on paper,Boisgirard-Antonini,rue de la grange bateliere,29.9974,29.9974,2015,7,2015,1434.0
44286,Raffi Lavie,Israel,Middle East,Untitled,mixed media,Gordon Galleries,ben yehuda street,100.9904,100.9904,1995,6,1995,2800.0
6635,Blessing Ngobeni,South Africa,Southern Africa,Dignity for Sale 2017,work on canvas,Aspire Art Auctions,johannesburg,151.0,151.0,2019,11,2019,6730.0
24158,Yosl (Yosel) Bergner,Israel,Middle East,Performance,work on panel,Bonhams,san francisco,24.13,24.13,2011,8,2011,4880.0
40766,Pouran Jinchi,Iran,Middle East,Morning (07),work on paper,Ayyam Auctions,ayyam art center,45.6946,45.6946,2012,10,2012,4800.0
9709,Dumile Feni,South Africa,Southern Africa,FIGURE HOLDING CHILD,work on paper,Stephan Welz & Co,cape town,45.9994,45.9994,2014,10,2014,4400.0
12814,Christo Coetzee,South Africa,Southern Africa,Still Life,work on paper,Strauss & Co,cape town,37.0078,37.0078,2012,10,2012,1707.0
8020,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,STILL LIFE WITH FLOWERS,work on canvas,Strauss & Co,johannesburg,39.497,39.497,2010,11,2010,31860.0
24212,Yosl (Yosel) Bergner,Israel,Middle East,Saucepans,work on paper,Gordon Galleries,ben yehuda street,24.9936,24.9936,1982,5,1982,500.0
41969,Massoud Arabshahi,Iran,Middle East,Sans titre,work on paper,Kahn & Associes,rue de tocqueville,73.9902,73.9902,2014,4,2014,6940.0
37954,Sohrab Sepehri,Iran,Middle East,UNTITLED,work on canvas,Sotheby's,bond street,99.9998,99.9998,2010,10,2010,191200.0
14437,Errol Stephen Boyley,Congo DRC,Central Africa,"WINTER POPLARS, RONDEVLEI",work on board,Stephan Welz & Co,johannesburg,50.0126,50.0126,2013,8,2013,2701.0
28485,Aref Rayess,Lebanon,Middle East,Untitled,work on board,Bonhams,bond street,70.0024,70.0024,2015,10,2015,21055.0
44712,Yitzhak Frenkel-Frenel,Israel,Middle East,Trees in a summer landscape,work on canvas,Matsart Auctioneers & Appraisers,king david st.,64.9986,64.9986,2011,6,2011,6325.0
2932,Walter Whall Battiss,South Africa,Southern Africa,Papeete Pousin du Lagon (sic),work on canvas,Russell Kaplan Auctioneers,johannesburg,32.0,32.0,2016,9,2016,285.0
8014,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,HARVESTING,work on canvas,Strauss & Co,cape town,40.005,40.005,2011,3,2011,37255.0
13856,Eli Kobeli,South Africa,Southern Africa,A Township Scene with Figures and Children,work on paper,Strauss & Co,johannesburg,70.0024,70.0024,2010,11,2010,669.0
10148,Jacob Hendrik Pierneef,South Africa,Southern Africa,HARTEBEESPOORTDAM,work on canvas,Bonhams,bond street,61.0108,61.0108,2009,10,2009,316260.0
15895,Tinus de Jongh,South Africa,Southern Africa,DISTANT BLUE MOUNTAINS,work on canvas,Stephan Welz & Co,cape town,46.5074,46.5074,2012,10,2012,2152.0
17381,Ernesto Shikhani,Mozambique,East Africa,MOZAMBICAN A CHAVE DE PAPA PARA AFRIKA (THE POPES KEY FOR AFRIKA),work on canvas,Sotheby's,bond street,148.9964,148.9964,2019,4,2019,13125.0
8209,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,HIBISCUS IN VASE,work on canvas,Stephan Welz & Co,johannesburg,21.0058,21.0058,1994,10,1994,855.0
11727,Irma Stern,South Africa,Southern Africa,TROPICAL FOREST,work on paper,Stephan Welz & Co,johannesburg,38.989,38.989,1986,11,1986,148.0
4253,George Lilanga Di Nyama,Tanzania,East Africa,Huu mzigo nimereta munipokee,work on canvas,Artesegno Auctions,blank,86.0,86.0,2017,4,2017,317.0
553,Kolade Oshinowo,Nigeria,West Africa,The Calabash Sellers,work on board,Bonhams,bond street,101.5,91.0,2017,2,2017,5770.0
24159,Yosl (Yosel) Bergner,Israel,Middle East,"""Flowers""",work on canvas,Bonhams,montpelier street,29.9974,29.9974,2012,12,2012,2616.0
25522,Yosl (Yosel) Bergner,Israel,Middle East,Untitled,work on paper,Tiroche Auction House,kikar de shalif,26.0096,26.0096,2011,6,2011,299.0
20432,Farhad Moshiri,Iran,Middle East,Allah Akbar,work on canvas,Christie's,dubai,200.025,200.025,2007,2,2007,102000.0
20198,Louai Kayyali,Syria,Middle East,Motherhood',work on board,Ayyam Auctions,ayyam art center,75.0062,75.0062,2011,4,2011,90000.0
6094,Brett Murray,South Africa,Southern Africa,"The Party vs. The People, 2010",work on canvas,Bonhams,bond street,54.0,54.0,2018,3,2018,16910.0
7844,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,PORTRAIT OF GENERAL JAN SMUTS,work on canvas,5th Avenue Auctioneers,south africa,37.9984,37.9984,2015,8,2015,627.0
9707,Dumile Feni,South Africa,Southern Africa,PRISONER,work on paper,Stephan Welz & Co,cape town,61.0108,61.0108,2015,5,2015,4209.0
35453,Charles Hossein Zenderoudi,Iran,Middle East,Abstract Composition,work on paper,Clarke Auction Gallery,boston post road,50.165,50.165,2020,10,2020,15000.0
1174,Ben Enwonwu,Nigeria,West Africa,Gathering Firewood,paintings,Bonhams,bond street,37.0,26.5,2014,5,2014,8700.0
8144,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,PORTRAIT OF A BOY,work on canvas,Bonhams,bond street,22.9108,22.9108,2008,1,2008,2145.0
16644,John Meyer,South Africa,Southern Africa,Marsh Pool,work on board,Bonhams,bond street,60.2996,60.2996,2012,3,2012,9520.0
19649,Fateh Moudarres,Syria,Middle East,Untitled,work on canvas,Christie's,dubai,40.4876,40.4876,2014,3,2014,35000.0
25177,Yosl (Yosel) Bergner,Israel,Middle East,Flowers,work on canvas,Tiroche Auction House,kikar de shalif,29.9974,29.9974,2019,7,2019,2124.0
38953,Menashe Kadishman,Israel,Middle East,Sheep head,work on canvas,Matsart Auctioneers & Appraisers,king david st.,50.0126,50.0126,2019,1,2019,2776.0
48331,Reuven (Zelicovici) Rubin,Israel,Middle East,The Fisherman and his Family,work on paper,Tiroche Auction House,kikar de shalif,64.9986,64.9986,2011,7,2011,161000.0
849,Owusu-Ankomah,Ghana,West Africa,Microcron - Nsu No.8,work on canvas,Sotheby's,london,100.0,100.0,2018,3,2018,22970.0
34884,Bibi Zogbé,Lebanon,Middle East,Fleurs,work on canvas,Ader Nordmann,rue favart,24.9936,24.9936,2017,12,2017,2950.0
19381,Zena Assi,Lebanon,Middle East,"Art, War, Beirut",work on canvas,Christie's,dubai,170.0022,170.0022,2011,4,2011,30000.0
3682,William Kentridge,South Africa,Southern Africa,Drawing from Other Faces (Healing To All in Global),work on canvas,Piasa,paris,84.0,84.0,2020,2,2020,146240.0
31810,Ruth Schloss,Israel,Middle East,Girl,work on canvas,Tiroche Auction House,kikar de shalif,59.9948,59.9948,2014,6,2014,6000.0
6850,Dawit Abebe,Ethiopia,East Africa,X-Privacy-8',work on canvas,Bonhams,bond street,99.0,99.0,2020,5,2020,4850.0
20997,Hussein Madi,Lebanon,Middle East,Untitled,paintings,Sotheby's,bond street,83.693,83.693,2019,4,2019,21190.0
4724,Carl Adolph Buchner,South Africa,Southern Africa,Patriarchal Figure with Children,work on canvas,Strauss & Co,johannesburg,48.0,48.0,2014,6,2014,3507.0
7226,Gerard Sekoto,South Africa,Southern Africa,ENEGALESE FIGURES,work on canvas,Bonhams,bond street,50.4952,50.4952,2017,3,2017,46775.0
42944,Zvi Mairovich,Israel,Middle East,In front of the Dead sea,work on canvas,Matsart Auctioneers & Appraisers,king david st.,61.0108,61.0108,2011,3,2011,6900.0
31291,Tal R,Israel,Middle East,Gold is over,work on canvas,Phillips,new york,250.19,250.19,2019,9,2019,31250.0
16141,Tinus de Jongh,South Africa,Southern Africa,Cedarberge,work on canvas,Strauss & Co,johannesburg,48.9966,48.9966,2016,5,2016,3179.0
1773,Alex Nwokolo,Nigeria,West Africa,The African Church,work on board,Bonhams,bond street,81.0,81.0,2017,10,2017,6600.0
24629,Yosl (Yosel) Bergner,Israel,Middle East,Tide and flow,work on canvas,Matsart Auctioneers & Appraisers,king david st.,50.0126,50.0126,2011,6,2011,5520.0
45466,Raffi Lavie,Israel,Middle East,"Untitled,1966",work on paper,Shapiro,new york,45.72,45.72,2007,10,2007,4780.0
21841,Robert Hodgins,South Africa,Southern Africa,"""The Orator' or 'An Officer of the Old School""",work on canvas,Bonhams,bond street,91.4908,91.4908,2014,3,2014,41335.0
46956,Meir Pichhadze,Israel,Middle East,Landscape,other,Tiroche Auction House,kikar de shalif,23.0124,23.0124,2010,7,2010,4830.0
1388,Twins Seven Seven,Nigeria,West Africa,Rabbit Dream,paintings,Austria Auction Company,vienna,54.5,34.5,2018,12,2018,707.0
10507,Jacob Hendrik Pierneef,South Africa,Southern Africa,LANDSCAPE WITH UNDULATING HILLS,work on paper,Stephan Welz & Co,johannesburg,48.9966,48.9966,1999,11,1999,622.0
49077,Marcel Janco,Israel,Middle East,PORTRAIT DE CONSTANTIN BRANCUSI,work on board,Binoche et Giquello,rue la boetie,50.0126,50.0126,2017,11,2017,9785.0
27630,Fikret Mualla Saygı,Turkey,Middle East,Scene de cafe dans un village Provencal,work on paper,Artcurial,elysees,64.9986,64.9986,2003,7,2003,34695.0
15775,Tinus de Jongh,South Africa,Southern Africa,A Cape farmhouse,work on canvas,Bonhams,montpelier street,23.495,23.495,2008,9,2008,4255.0
33714,Safwan Dahoul,Syria,Middle East,"Dream, 1999",work on canvas,Ayyam Auctions,ayyam art center,119.9896,119.9896,2015,2,2015,114000.0
17292,Mmakgabo Mmapula Mmangankato Helen Sebidi,South Africa,Southern Africa,Aloes in landscape,work on board,Russell Kaplan Auctioneers,johannesburg,29.9974,29.9974,2013,10,2013,2049.0
40658,Rokni Haerizadeh,Iran,Middle East,SNAKES AND LADDERS,work on canvas,Sotheby's,bond street,199.5932,199.5932,2007,10,2007,49995.0
17073,Obinna Makata,Nigeria,West Africa,BLEEDING BASKET,work on canvas,Arthouse Contemporary Limited,lagos,94.0054,94.0054,2016,5,2016,2013.0
7390,Gerard Sekoto,South Africa,Southern Africa,MEN ON AN AFRICAN STREET,work on canvas,Bonhams,bond street,18.0086,18.0086,2011,3,2011,6865.0
43993,Samuel Bak,Israel,Middle East,Still Life,work on canvas,Montefiore Auction House,nachmani street,80.01,80.01,2014,7,2014,18400.0
3406,Walter Whall Battiss,South Africa,Southern Africa,Girls Looking at a Boy; Boys Looking at a Girl,work on canvas,Strauss & Co,johannesburg,27.0,27.0,2011,11,2011,3016.0
42811,fahl el-nissa zeid,Turkey,Middle East,Fresco project,work on paper,Thierry de Maigret,rue de montholon,50.0126,50.0126,2020,11,2020,357.0
14077,Cheri Cherin,Congo DRC,Central Africa,La passion des Rondeurs,work on canvas,Galerie Moderne,belgium,110.0074,110.0074,2020,10,2020,1297.0
18249,Jilali Gharbaoui,Morocco,North Africa,"Vue De Fez, 1965",work on paper,C.M.O.O.A,quartier bourgogne null,75.0062,75.0062,2020,12,2020,42390.0
36378,Hafidh Al Droubi,Iraq,Middle East,Study,work on panel,Christie's,"london, king street",121.4882,121.4882,2017,10,2017,24885.0
1254,Dominique Zinkpe,Benin,West Africa,Jumaux,paintings,Auctionata,berlin,22.0,137.0,2015,5,2015,3988.0
6650,Calixte Dakpogan,Benin,West Africa,Untitled,work on canvas,Artcurial,france,17.0,17.0,2018,12,2018,6865.0
45641,Raffi Lavie,Israel,Middle East,Untitled,work on canvas,Tiroche Auction House,rothschild boulevard,40.9956,40.9956,2011,6,2011,7475.0
29683,Yaacov (Gibstein) Agam,Israel,Middle East,"COORDINATION I, c. 1979",mixed media,"Charlton Hall Galleries, Inc",blank,129.54,129.54,2015,12,2015,250.0
15243,Adriaan Boshoff,Congo DRC,Central Africa,Crashing Waves,work on panel,Strauss & Co,johannesburg,94.0054,94.0054,2017,11,2017,5885.0
18306,Jilali Gharbaoui,Morocco,North Africa,COMPOSITION,work on board,C.M.O.O.A,quartier bourgogne null,50.0126,50.0126,2011,12,2011,41045.0
42429,Georges Hanna Sabbagh,Egypt,North Africa,Potrait,work on paper,Bonhams,bond street,37.9984,37.9984,2018,11,2018,143.0
34806,Benjamin Levy,Israel,Middle East,Portrait of a girl with her cat,work on paper,Christie's,new york,29.21,29.21,2008,3,2008,625.0
45275,Meir Pichhadze,Israel,Middle East,Armchairs in a Landscape,paintings,Montefiore Auction House,nachmani street,86.0044,86.0044,2017,7,2017,14400.0
34262,Fikret Mualla Saygı,Turkey,Middle East,La sieste,work on canvas,Morelle,blank,26.0096,26.0096,1989,12,1989,2311.0
12520,Christo Coetzee,South Africa,Southern Africa,The Harlequin Fish,work on canvas,Bonhams,bond street,121.9962,121.9962,2014,3,2014,29760.0
37556,Parviz Tanavoli,Iran,Middle East,Poet in Love,sculpture,Christie's,dubai,80.01,80.01,2008,10,2008,242500.0
34585,Bahman Mohasses,Iran,Middle East,Untitled,work on canvas,Christie's,dubai,50.0126,50.0126,2015,3,2015,173000.0
32069,Moshe Elazar Castel,Israel,Middle East,Letters (relief),sculpture,Matsart Auctioneers & Appraisers,king david st.,38.989,38.989,2017,11,2017,480.0
8559,Dylan Lewis,South Africa,Southern Africa,CHEETAH BUST,work on canvas,Christie's,england,29.9974,29.9974,2011,8,2011,32590.0
20175,Yigal Ozeri,Israel,Middle East,The Last Supper,work on board,Tiroche Auction House,kikar de shalif,18.0086,18.0086,2013,7,2013,805.0
14661,Hennie Griesel,Congo DRC,Central Africa,Still Life Flowers,work on canvas,5th Avenue Auctioneers,johannesburg,83.9978,83.9978,2019,4,2019,468.0
16745,Gladys Mgudlandlu,South Africa,Southern Africa,Townscape (recto); Landscape (verso),work on paper,Bonhams,montpelier street,75.4888,75.4888,2011,10,2011,5185.0
32481,Moshe Elazar Castel,Israel,Middle East,THE PROPHETESS,work on board,Sotheby's,new york,38.1,38.1,2015,12,2015,6875.0
5966,Omar El Nagdi,Egypt,North Africa,La Reine,work on canvas,Hotel Des Ventes,blank,44.0,44.0,2016,7,2016,17550.0
